,City,Latitude,Longitude,Date,Month,Year,Season,Temperature_(°C)_Max,Temperature_(°C)_Avg,Temperature_(°C)_Min,Humidity_(%)_Max,Humidity_(%)_Avg,Humidity_(%)_Min,Wind_Speed_(kph)_Max,Wind_Speed_(kph)_Avg,Wind_Speed_(kph)_Min,Pressure_(hPa)_Max
27382,Ottawa,45.3202,-75.6682,2014-02-21,February,2014,winter,3.9,1.3,0.0,100.0,87.0,60.0,41.8,26.9,14.5,1002.0
27383,Ottawa,45.3202,-75.6682,2014-02-22,February,2014,winter,5.0,1.0,-2.8,69.0,56.2,39.0,45.1,28.0,12.9,996.0
27384,Ottawa,45.3202,-75.6682,2014-02-23,February,2014,winter,1.1,-3.0,-7.2,68.0,59.3,48.0,33.8,17.9,9.7,999.0
27385,Ottawa,45.3202,-75.6682,2014-02-24,February,2014,winter,-6.1,-9.0,-11.1,86.0,64.6,53.0,29.0,19.2,4.8,1002.0
27386,Ottawa,45.3202,-75.6682,2014-02-25,February,2014,winter,-8.9,-12.5,-16.1,78.0,67.2,49.0,29.0,12.6,3.2,1002.0
27387,Ottawa,45.3202,-75.6682,2014-02-26,February,2014,winter,-11.1,-13.0,-17.2,85.0,64.1,45.0,33.8,16.9,4.8,996.0
27388,Ottawa,45.3202,-75.6682,2014-02-27,February,2014,winter,-8.9,-12.3,-17.2,85.0,72.4,49.0,40.2,20.4,8.0,999.0
27389,Ottawa,45.3202,-75.6682,2014-02-28,February,2014,winter,-12.8,-16.8,-21.1,71.0,56.0,37.0,35.4,17.1,3.2,1016.0
27390,Ottawa,45.3202,-75.6682,2014-03-01,March,2014,winter,-2.8,-9.6,-17.2,86.0,73.1,43.0,29.0,15.4,8.0,1013.0
27391,Ottawa,45.3202,-75.6682,2014-03-02,March,2014,winter,-7.8,-12.2,-17.8,86.0,60.1,40.0,27.4,17.2,4.8,1013.0
27392,Ottawa,45.3202,-75.6682,2014-03-03,March,2014,winter,-13.9,-17.3,-21.1,71.0,51.0,36.0,24.1,17.1,3.2,1013.0
27393,Ottawa,45.3202,-75.6682,2014-03-04,March,2014,winter,-10.0,-13.7,-21.1,86.0,72.6,55.0,14.5,9.0,3.2,1013.0
27394,Ottawa,45.3202,-75.6682,2014-03-05,March,2014,winter,-7.8,-12.4,-17.8,92.0,72.4,41.0,20.9,11.4,0.0,1023.0
27395,Ottawa,45.3202,-75.6682,2014-03-06,March,2014,winter,-8.9,-14.0,-21.1,71.0,46.0,30.0,14.5,9.0,0.0,1026.0
27396,Ottawa,45.3202,-75.6682,2014-03-07,March,2014,winter,1.1,-8.2,-18.9,64.0,51.5,41.0,19.3,13.2,4.8,1016.0
27397,Ottawa,45.3202,-75.6682,2014-03-08,March,2014,winter,0.0,-2.0,-7.8,80.0,56.4,40.0,32.2,15.9,3.2,1002.0
27398,Ottawa,45.3202,-75.6682,2014-03-09,March,2014,winter,-2.2,-7.3,-13.9,93.0,63.0,42.0,24.1,15.0,8.0,1006.0
27399,Ottawa,45.3202,-75.6682,2014-03-10,March,2014,winter,2.2,-1.4,-6.1,100.0,86.2,65.0,19.3,9.5,0.0,996.0
27400,Ottawa,45.3202,-75.6682,2014-03-11,March,2014,winter,3.9,2.3,0.0,100.0,76.7,65.0,24.1,13.8,3.2,992.0
27401,Ottawa,45.3202,-75.6682,2014-03-12,March,2014,winter,1.1,-7.9,-13.9,86.0,72.9,57.0,37.0,27.2,12.9,996.0
27402,Ottawa,45.3202,-75.6682,2014-03-13,March,2014,winter,-8.9,-13.3,-17.8,79.0,53.6,38.0,40.2,27.5,9.7,1002.0
27403,Ottawa,45.3202,-75.6682,2014-03-14,March,2014,winter,6.1,-3.0,-12.8,74.0,58.5,48.0,24.1,15.3,8.0,1002.0
27404,Ottawa,45.3202,-75.6682,2014-03-15,March,2014,winter,5.0,-0.1,-7.8,87.0,75.1,63.0,33.8,25.7,19.3,1006.0
27405,Ottawa,45.3202,-75.6682,2014-03-16,March,2014,winter,-10.0,-13.2,-16.1,67.0,55.5,45.0,33.8,22.5,4.8,1013.0
27406,Ottawa,45.3202,-75.6682,2014-03-17,March,2014,winter,-6.1,-12.8,-21.1,78.0,57.3,42.0,14.5,8.4,0.0,1009.0
27407,Ottawa,45.3202,-75.6682,2014-03-18,March,2014,winter,-2.8,-8.0,-13.9,72.0,55.0,40.0,24.1,15.1,4.8,1013.0
27408,Ottawa,45.3202,-75.6682,2014-03-19,March,2014,winter,1.1,-3.3,-8.9,100.0,68.7,49.0,32.2,18.8,12.9,1009.0
27409,Ottawa,45.3202,-75.6682,2014-03-20,March,2014,winter,2.8,1.1,-1.1,100.0,88.8,75.0,37.0,24.0,12.9,992.0
27410,Ottawa,45.3202,-75.6682,2014-03-21,March,2014,spring,1.1,-1.4,-5.0,80.0,62.0,44.0,33.8,24.0,3.2,1002.0
27411,Ottawa,45.3202,-75.6682,2014-03-22,March,2014,spring,1.1,-1.7,-5.0,93.0,83.9,75.0,38.6,20.0,0.0,1002.0
27412,Ottawa,45.3202,-75.6682,2014-03-23,March,2014,spring,-3.9,-10.2,-13.9,80.0,53.8,38.0,35.4,23.0,8.0,1009.0
27413,Ottawa,45.3202,-75.6682,2014-03-24,March,2014,spring,-3.9,-10.3,-17.8,66.0,52.6,36.0,19.3,10.9,3.2,1009.0
27414,Ottawa,45.3202,-75.6682,2014-03-25,March,2014,spring,-2.2,-6.4,-13.9,79.0,63.7,51.0,20.9,11.7,0.0,1002.0
27415,Ottawa,45.3202,-75.6682,2014-03-26,March,2014,spring,-5.0,-8.3,-12.2,79.0,55.3,39.0,37.0,24.1,11.3,1009.0
27416,Ottawa,45.3202,-75.6682,2014-03-27,March,2014,spring,-2.8,-7.2,-15.0,86.0,64.0,52.0,22.5,13.2,4.8,1013.0
27417,Ottawa,45.3202,-75.6682,2014-03-28,March,2014,spring,5.0,1.3,-3.9,100.0,91.8,80.0,32.2,16.1,9.7,1006.0
27418,Ottawa,45.3202,-75.6682,2014-03-29,March,2014,spring,2.2,1.0,0.0,81.0,69.5,60.0,24.1,17.7,8.0,1013.0
27419,Ottawa,45.3202,-75.6682,2014-03-30,March,2014,spring,2.8,0.7,-1.1,93.0,79.5,64.0,35.4,24.6,19.3,1006.0
27420,Ottawa,45.3202,-75.6682,2014-03-31,March,2014,spring,7.2,2.7,-2.2,86.0,63.5,49.0,22.5,12.6,4.8,1009.0
27421,Ottawa,45.3202,-75.6682,2014-04-01,April,2014,spring,3.9,0.8,-2.8,86.0,64.0,45.0,38.6,20.9,8.0,1009.0
27422,Ottawa,45.3202,-75.6682,2014-04-02,April,2014,spring,6.1,2.8,0.0,75.0,64.9,53.0,29.0,20.9,11.3,1006.0
27423,Ottawa,45.3202,-75.6682,2014-04-03,April,2014,spring,3.9,0.1,-2.8,80.0,62.4,45.0,22.5,12.7,3.2,1009.0
27424,Ottawa,45.3202,-75.6682,2014-04-04,April,2014,spring,2.2,0.5,-2.8,100.0,75.4,56.0,40.2,25.4,9.7,1009.0
27425,Ottawa,45.3202,-75.6682,2014-04-05,April,2014,spring,5.0,2.4,0.0,93.0,76.3,60.0,37.0,27.0,19.3,1002.0
27426,Ottawa,45.3202,-75.6682,2014-04-06,April,2014,spring,7.8,2.2,-2.8,86.0,63.1,45.0,25.7,16.6,9.7,1006.0
27427,Ottawa,45.3202,-75.6682,2014-04-07,April,2014,spring,11.1,4.4,-2.2,93.0,63.3,35.0,19.3,9.8,0.0,1006.0
27428,Ottawa,45.3202,-75.6682,2014-04-08,April,2014,spring,5.0,3.4,2.2,100.0,93.0,87.0,33.8,20.6,12.9,992.0
27429,Ottawa,45.3202,-75.6682,2014-04-09,April,2014,spring,5.0,2.1,-1.1,87.0,52.0,31.0,32.2,20.6,8.0,999.0
27430,Ottawa,45.3202,-75.6682,2014-04-10,April,2014,spring,17.2,8.1,-1.1,93.0,58.1,36.0,48.3,23.7,8.0,999.0
27431,Ottawa,45.3202,-75.6682,2014-04-11,April,2014,spring,12.2,7.7,2.8,100.0,63.0,33.0,27.4,14.6,3.2,1002.0
27432,Ottawa,45.3202,-75.6682,2014-04-12,April,2014,spring,13.9,8.5,1.1,70.0,49.7,33.0,27.4,13.4,4.8,1009.0
27433,Ottawa,45.3202,-75.6682,2014-04-13,April,2014,spring,10.0,5.8,2.2,100.0,83.3,53.0,27.4,19.8,9.7,1009.0
27434,Ottawa,45.3202,-75.6682,2014-04-14,April,2014,spring,25.0,10.8,2.8,100.0,87.8,44.0,38.6,17.9,8.0,996.0
27435,Ottawa,45.3202,-75.6682,2014-04-15,April,2014,spring,12.2,0.6,-6.1,100.0,87.3,63.0,40.2,24.6,3.2,1002.0
27436,Ottawa,45.3202,-75.6682,2014-04-16,April,2014,spring,2.2,-4.1,-8.9,74.0,57.4,37.0,32.2,17.7,3.2,1023.0
27437,Ottawa,45.3202,-75.6682,2014-04-17,April,2014,spring,8.9,1.4,-7.2,86.0,58.9,32.0,27.4,15.4,4.8,1026.0
27438,Ottawa,45.3202,-75.6682,2014-04-18,April,2014,spring,11.1,4.9,0.0,93.0,65.4,44.0,22.5,11.4,3.2,1019.0
27439,Ottawa,45.3202,-75.6682,2014-04-19,April,2014,spring,11.1,5.7,2.8,100.0,57.2,22.0,33.8,18.2,4.8,1016.0
27440,Ottawa,45.3202,-75.6682,2014-04-20,April,2014,spring,16.1,7.8,-1.1,60.0,36.4,19.0,20.9,11.3,0.0,1019.0
27441,Ottawa,45.3202,-75.6682,2014-04-21,April,2014,spring,17.2,12.1,8.9,94.0,54.9,33.0,20.9,10.0,0.0,1006.0
27442,Ottawa,45.3202,-75.6682,2014-04-22,April,2014,spring,11.1,9.5,7.2,100.0,95.2,87.0,22.5,11.9,3.2,992.0
27443,Ottawa,45.3202,-75.6682,2014-04-23,April,2014,spring,8.9,6.2,2.8,93.0,62.5,29.0,37.0,27.4,14.5,999.0
27444,Ottawa,45.3202,-75.6682,2014-04-24,April,2014,spring,12.2,5.8,0.0,55.0,34.0,18.0,35.4,26.4,11.3,1006.0
27445,Ottawa,45.3202,-75.6682,2014-04-25,April,2014,spring,12.2,6.8,1.1,44.0,34.9,26.0,29.0,17.5,11.3,1006.0
27446,Ottawa,45.3202,-75.6682,2014-04-26,April,2014,spring,7.8,5.2,3.9,93.0,81.5,37.0,22.5,16.6,11.3,999.0
27447,Ottawa,45.3202,-75.6682,2014-04-27,April,2014,spring,11.1,7.2,3.9,93.0,65.2,44.0,25.7,17.4,8.0,1009.0
27448,Ottawa,45.3202,-75.6682,2014-04-28,April,2014,spring,15.0,10.2,5.0,66.0,49.0,31.0,29.0,18.3,9.7,1009.0
27449,Ottawa,45.3202,-75.6682,2014-04-29,April,2014,spring,13.9,9.2,6.1,93.0,69.3,44.0,38.6,29.5,19.3,1013.0
27450,Ottawa,45.3202,-75.6682,2014-04-30,April,2014,spring,7.2,6.1,5.0,100.0,94.9,93.0,27.4,23.3,16.1,1013.0
27451,Ottawa,45.3202,-75.6682,2014-05-01,May,2014,spring,17.2,9.5,6.1,100.0,88.2,59.0,35.4,17.9,3.2,999.0
27452,Ottawa,45.3202,-75.6682,2014-05-02,May,2014,spring,13.9,10.5,7.2,87.0,68.9,44.0,25.7,16.6,8.0,992.0
27453,Ottawa,45.3202,-75.6682,2014-05-03,May,2014,spring,15.0,10.9,7.8,93.0,73.6,51.0,32.2,16.6,4.8,996.0
27454,Ottawa,45.3202,-75.6682,2014-05-04,May,2014,spring,10.0,8.3,6.1,100.0,89.8,76.0,32.2,17.7,8.0,996.0
27455,Ottawa,45.3202,-75.6682,2014-05-05,May,2014,spring,13.9,9.1,3.9,76.0,59.3,41.0,32.2,19.3,8.0,1002.0
27456,Ottawa,45.3202,-75.6682,2014-05-06,May,2014,spring,12.8,8.9,5.0,61.0,45.8,31.0,33.8,18.5,8.0,1006.0
27457,Ottawa,45.3202,-75.6682,2014-05-07,May,2014,spring,17.2,9.9,2.2,75.0,41.5,20.0,14.5,8.7,4.8,1013.0
27458,Ottawa,45.3202,-75.6682,2014-05-08,May,2014,spring,18.9,12.4,3.9,65.0,43.0,24.0,24.1,14.2,0.0,1009.0
27459,Ottawa,45.3202,-75.6682,2014-05-09,May,2014,spring,18.9,14.2,10.0,100.0,65.2,41.0,27.4,19.0,3.2,1006.0
27460,Ottawa,45.3202,-75.6682,2014-05-10,May,2014,spring,22.8,18.5,11.1,100.0,65.7,27.0,38.6,24.1,11.3,996.0
27461,Ottawa,45.3202,-75.6682,2014-05-11,May,2014,spring,23.9,15.6,7.8,76.0,48.2,23.0,33.8,21.4,11.3,1002.0
27462,Ottawa,45.3202,-75.6682,2014-05-12,May,2014,spring,21.1,15.6,10.0,67.0,47.7,35.0,24.1,11.7,0.0,1006.0
27463,Ottawa,45.3202,-75.6682,2014-05-13,May,2014,spring,16.1,12.1,8.9,88.0,65.4,45.0,29.0,20.1,4.8,1009.0
27464,Ottawa,45.3202,-75.6682,2014-05-14,May,2014,spring,25.0,17.9,12.2,94.0,82.3,61.0,22.5,10.5,0.0,1006.0
27465,Ottawa,45.3202,-75.6682,2014-05-15,May,2014,spring,30.0,21.6,17.2,100.0,78.5,45.0,32.2,16.4,0.0,1006.0
27466,Ottawa,45.3202,-75.6682,2014-05-16,May,2014,spring,21.1,14.9,10.0,100.0,92.4,73.0,32.2,13.4,0.0,999.0
27467,Ottawa,45.3202,-75.6682,2014-05-17,May,2014,spring,13.9,10.7,7.2,94.0,76.0,54.0,24.1,13.7,3.2,1006.0
27468,Ottawa,45.3202,-75.6682,2014-05-18,May,2014,spring,15.0,10.0,2.8,81.0,55.9,33.0,24.1,10.9,0.0,1009.0
27469,Ottawa,45.3202,-75.6682,2014-05-19,May,2014,spring,21.1,14.4,7.2,87.0,54.9,31.0,20.9,7.4,0.0,1009.0
27470,Ottawa,45.3202,-75.6682,2014-05-20,May,2014,spring,22.8,16.4,7.8,81.0,48.7,23.0,14.5,6.3,0.0,1009.0
27471,Ottawa,45.3202,-75.6682,2014-05-21,May,2014,spring,23.9,17.1,7.2,82.0,54.8,29.0,19.3,8.2,0.0,1002.0
27472,Ottawa,45.3202,-75.6682,2014-05-22,May,2014,spring,22.8,17.6,12.8,82.0,64.4,50.0,20.9,11.3,0.0,996.0
27473,Ottawa,45.3202,-75.6682,2014-05-23,May,2014,spring,20.0,15.2,11.1,94.0,81.2,60.0,16.1,9.3,0.0,1002.0
27474,Ottawa,45.3202,-75.6682,2014-05-24,May,2014,spring,22.8,16.2,11.1,100.0,73.6,43.0,19.3,7.7,0.0,1006.0
27475,Ottawa,45.3202,-75.6682,2014-05-25,May,2014,spring,26.1,16.4,7.2,100.0,73.0,39.0,27.4,10.9,0.0,1006.0
27476,Ottawa,45.3202,-75.6682,2014-05-26,May,2014,spring,27.8,20.4,16.1,88.0,63.0,34.0,22.5,14.0,3.2,999.0
27477,Ottawa,45.3202,-75.6682,2014-05-27,May,2014,spring,21.1,16.1,12.2,94.0,80.3,64.0,29.0,13.7,0.0,999.0
27478,Ottawa,45.3202,-75.6682,2014-05-28,May,2014,spring,16.1,12.9,11.1,94.0,76.2,59.0,27.4,17.4,8.0,1009.0
27479,Ottawa,45.3202,-75.6682,2014-05-29,May,2014,spring,17.8,13.7,8.9,94.0,75.1,56.0,14.5,6.8,0.0,1009.0
27480,Ottawa,45.3202,-75.6682,2014-05-30,May,2014,spring,22.8,17.2,11.1,94.0,59.0,23.0,32.2,14.8,0.0,1009.0
27481,Ottawa,45.3202,-75.6682,2014-05-31,May,2014,spring,22.8,16.9,11.1,67.0,46.5,31.0,16.1,11.7,4.8,1013.0
27482,Ottawa,45.3202,-75.6682,2014-06-01,June,2014,spring,26.1,17.7,7.2,93.0,55.9,28.0,25.7,11.4,0.0,1013.0
27483,Ottawa,45.3202,-75.6682,2014-06-02,June,2014,spring,30.0,23.2,16.1,73.0,58.5,40.0,25.7,14.2,8.0,1006.0
27484,Ottawa,45.3202,-75.6682,2014-06-03,June,2014,spring,23.9,21.1,17.2,94.0,84.0,68.0,32.2,15.9,8.0,999.0
27485,Ottawa,45.3202,-75.6682,2014-06-04,June,2014,spring,18.9,15.3,10.0,88.0,71.2,56.0,25.7,14.8,4.8,996.0
27486,Ottawa,45.3202,-75.6682,2014-06-05,June,2014,spring,17.2,13.9,12.2,94.0,82.3,68.0,14.5,9.2,0.0,996.0
27487,Ottawa,45.3202,-75.6682,2014-06-06,June,2014,spring,22.8,16.3,11.1,94.0,74.4,50.0,25.7,14.5,8.0,999.0
27488,Ottawa,45.3202,-75.6682,2014-06-07,June,2014,spring,27.8,20.9,12.2,100.0,58.3,30.0,19.3,10.5,3.2,1002.0
27489,Ottawa,45.3202,-75.6682,2014-06-08,June,2014,spring,27.8,20.6,12.2,94.0,64.3,42.0,12.9,8.7,0.0,999.0
27490,Ottawa,45.3202,-75.6682,2014-06-09,June,2014,spring,27.8,22.4,17.2,82.0,51.9,28.0,25.7,16.7,4.8,1002.0
27491,Ottawa,45.3202,-75.6682,2014-06-10,June,2014,spring,26.1,21.1,17.2,68.0,50.6,34.0,22.5,13.5,8.0,1006.0
27492,Ottawa,45.3202,-75.6682,2014-06-11,June,2014,spring,22.2,16.1,12.8,100.0,85.3,60.0,29.0,18.8,11.3,1006.0
27493,Ottawa,45.3202,-75.6682,2014-06-12,June,2014,spring,20.0,16.7,13.9,100.0,96.5,88.0,22.5,14.6,9.7,1002.0
27494,Ottawa,45.3202,-75.6682,2014-06-13,June,2014,spring,25.0,20.4,18.9,100.0,89.4,73.0,19.3,11.4,8.0,996.0
27495,Ottawa,45.3202,-75.6682,2014-06-14,June,2014,spring,17.8,15.5,11.1,88.0,74.9,68.0,25.7,18.3,11.3,1006.0
27496,Ottawa,45.3202,-75.6682,2014-06-15,June,2014,spring,22.8,17.3,10.0,88.0,57.8,29.0,16.1,10.6,3.2,1009.0
27497,Ottawa,45.3202,-75.6682,2014-06-16,June,2014,spring,22.8,18.2,8.9,94.0,67.8,47.0,16.1,8.4,0.0,1006.0
27498,Ottawa,45.3202,-75.6682,2014-06-17,June,2014,spring,28.9,19.6,12.8,100.0,79.4,42.0,25.7,11.9,0.0,1002.0
27499,Ottawa,45.3202,-75.6682,2014-06-18,June,2014,spring,25.0,19.7,16.1,100.0,79.1,53.0,29.0,17.7,9.7,1002.0
27500,Ottawa,45.3202,-75.6682,2014-06-19,June,2014,spring,22.8,18.2,12.8,94.0,54.2,33.0,32.2,18.5,11.3,1006.0
27501,Ottawa,45.3202,-75.6682,2014-06-20,June,2014,spring,22.2,17.2,12.2,77.0,48.6,35.0,24.1,15.4,3.2,1006.0
27502,Ottawa,45.3202,-75.6682,2014-06-21,June,2014,summer,22.8,17.7,12.2,82.0,58.9,35.0,14.5,7.7,0.0,1002.0
27503,Ottawa,45.3202,-75.6682,2014-06-22,June,2014,summer,26.1,19.2,12.2,88.0,60.5,36.0,12.9,9.0,3.2,1002.0
27504,Ottawa,45.3202,-75.6682,2014-06-23,June,2014,summer,26.1,20.3,11.1,94.0,63.3,39.0,12.9,8.0,0.0,1006.0
27505,Ottawa,45.3202,-75.6682,2014-06-24,June,2014,summer,21.1,19.8,18.9,100.0,94.2,68.0,22.5,11.1,3.2,1002.0
27506,Ottawa,45.3202,-75.6682,2014-06-25,June,2014,summer,23.9,20.4,17.8,100.0,87.6,69.0,16.1,11.4,8.0,1002.0
27507,Ottawa,45.3202,-75.6682,2014-06-26,June,2014,summer,27.8,22.8,17.8,94.0,63.4,30.0,19.3,11.3,4.8,1002.0
27508,Ottawa,45.3202,-75.6682,2014-06-27,June,2014,summer,28.9,21.7,13.9,88.0,55.8,27.0,11.3,6.1,0.0,1009.0
27509,Ottawa,45.3202,-75.6682,2014-06-28,June,2014,summer,30.0,23.2,15.0,83.0,59.3,39.0,14.5,8.0,0.0,1013.0
27510,Ottawa,45.3202,-75.6682,2014-06-29,June,2014,summer,30.0,24.6,17.8,83.0,69.2,55.0,19.3,11.7,4.8,1009.0
27511,Ottawa,45.3202,-75.6682,2014-06-30,June,2014,summer,28.9,25.0,21.1,94.0,77.6,58.0,20.9,13.0,4.8,1002.0
27512,Ottawa,45.3202,-75.6682,2014-07-01,July,2014,summer,31.1,26.7,22.2,94.0,72.8,58.0,33.8,19.6,8.0,996.0
27513,Ottawa,45.3202,-75.6682,2014-07-02,July,2014,summer,28.9,23.2,18.9,94.0,77.9,54.0,37.0,16.1,8.0,996.0
27514,Ottawa,45.3202,-75.6682,2014-07-03,July,2014,summer,22.8,18.4,16.1,94.0,78.1,61.0,20.9,13.7,0.0,1002.0
27515,Ottawa,45.3202,-75.6682,2014-07-04,July,2014,summer,23.9,18.5,15.0,88.0,61.6,36.0,24.1,16.9,8.0,1006.0
27516,Ottawa,45.3202,-75.6682,2014-07-05,July,2014,summer,27.8,20.4,12.2,94.0,61.5,32.0,32.2,18.2,9.7,1006.0
27517,Ottawa,45.3202,-75.6682,2014-07-06,July,2014,summer,27.2,22.7,17.8,68.0,54.7,42.0,27.4,17.7,3.2,1002.0
27518,Ottawa,45.3202,-75.6682,2014-07-07,July,2014,summer,23.9,20.0,17.8,94.0,85.6,60.0,25.7,15.6,8.0,996.0
27519,Ottawa,45.3202,-75.6682,2014-07-08,July,2014,summer,27.8,21.6,16.1,100.0,87.3,58.0,33.8,14.0,4.8,992.0
27520,Ottawa,45.3202,-75.6682,2014-07-09,July,2014,summer,22.2,18.6,16.1,94.0,73.3,50.0,27.4,19.6,9.7,999.0
27521,Ottawa,45.3202,-75.6682,2014-07-10,July,2014,summer,22.8,17.4,11.1,88.0,62.8,36.0,22.5,13.7,3.2,1009.0
27522,Ottawa,45.3202,-75.6682,2014-07-11,July,2014,summer,26.1,19.1,10.0,94.0,65.3,39.0,14.5,7.7,0.0,1009.0
27523,Ottawa,45.3202,-75.6682,2014-07-12,July,2014,summer,27.8,21.1,13.9,88.0,65.6,45.0,14.5,8.0,0.0,1009.0
27524,Ottawa,45.3202,-75.6682,2014-07-13,July,2014,summer,26.1,20.8,17.2,100.0,88.0,69.0,32.2,16.7,4.8,1002.0
27525,Ottawa,45.3202,-75.6682,2014-07-14,July,2014,summer,22.8,19.1,12.8,94.0,68.4,50.0,16.1,10.6,3.2,999.0
27526,Ottawa,45.3202,-75.6682,2014-07-15,July,2014,summer,22.8,17.8,15.0,94.0,88.4,78.0,24.1,11.1,0.0,996.0
27527,Ottawa,45.3202,-75.6682,2014-07-16,July,2014,summer,23.9,18.6,13.9,88.0,71.1,50.0,25.7,15.0,4.8,999.0
27528,Ottawa,45.3202,-75.6682,2014-07-17,July,2014,summer,22.8,16.7,10.0,94.0,74.1,50.0,16.1,10.9,4.8,1006.0
27529,Ottawa,45.3202,-75.6682,2014-07-18,July,2014,summer,26.1,19.6,12.2,100.0,69.0,42.0,16.1,10.1,4.8,1009.0
27530,Ottawa,45.3202,-75.6682,2014-07-19,July,2014,summer,26.1,19.8,12.8,94.0,70.0,47.0,14.5,7.6,0.0,1013.0
27531,Ottawa,45.3202,-75.6682,2014-07-20,July,2014,summer,26.1,20.9,17.8,94.0,76.4,54.0,14.5,6.9,3.2,1009.0
27532,Ottawa,45.3202,-75.6682,2014-07-21,July,2014,summer,27.8,23.3,17.2,100.0,74.1,54.0,11.3,7.2,3.2,1006.0
27533,Ottawa,45.3202,-75.6682,2014-07-22,July,2014,summer,30.0,23.7,17.2,100.0,72.6,51.0,19.3,10.9,3.2,1006.0
27534,Ottawa,45.3202,-75.6682,2014-07-23,July,2014,summer,26.1,22.4,17.8,88.0,69.8,49.0,35.4,18.7,8.0,999.0
27535,Ottawa,45.3202,-75.6682,2014-07-24,July,2014,summer,22.8,18.1,12.2,72.0,57.2,41.0,24.1,13.4,8.0,1002.0
27536,Ottawa,45.3202,-75.6682,2014-07-25,July,2014,summer,26.1,19.7,12.8,88.0,66.5,47.0,27.4,14.8,8.0,1002.0
27537,Ottawa,45.3202,-75.6682,2014-07-26,July,2014,summer,25.0,19.6,13.9,94.0,73.8,54.0,19.3,10.5,0.0,999.0
27538,Ottawa,45.3202,-75.6682,2014-07-27,July,2014,summer,23.9,19.9,17.2,100.0,85.0,69.0,19.3,10.8,0.0,996.0
27539,Ottawa,45.3202,-75.6682,2014-07-28,July,2014,summer,18.9,16.9,13.9,94.0,82.4,64.0,25.7,18.7,9.7,996.0
27540,Ottawa,45.3202,-75.6682,2014-07-29,July,2014,summer,22.8,16.6,10.0,94.0,69.5,43.0,22.5,12.4,3.2,999.0
27541,Ottawa,45.3202,-75.6682,2014-07-30,July,2014,summer,21.1,15.8,12.2,100.0,87.3,68.0,35.4,11.1,0.0,1002.0
27542,Ottawa,45.3202,-75.6682,2014-07-31,July,2014,summer,22.2,16.3,12.2,100.0,89.5,57.0,20.9,9.8,0.0,1002.0
27543,Ottawa,45.3202,-75.6682,2014-08-01,August,2014,summer,27.2,20.2,13.9,100.0,76.8,48.0,19.3,11.1,3.2,1006.0
27544,Ottawa,45.3202,-75.6682,2014-08-02,August,2014,summer,27.8,20.9,13.9,100.0,79.9,51.0,12.9,6.3,0.0,1006.0
27545,Ottawa,45.3202,-75.6682,2014-08-03,August,2014,summer,27.8,21.4,13.9,100.0,70.8,37.0,16.1,7.1,0.0,1006.0
27546,Ottawa,45.3202,-75.6682,2014-08-04,August,2014,summer,27.2,20.6,16.1,100.0,79.3,51.0,22.5,9.2,0.0,1002.0
27547,Ottawa,45.3202,-75.6682,2014-08-05,August,2014,summer,25.0,19.4,16.1,100.0,82.5,50.0,20.9,10.3,3.2,1002.0
27548,Ottawa,45.3202,-75.6682,2014-08-06,August,2014,summer,26.1,19.1,11.1,94.0,63.5,38.0,25.7,12.1,3.2,1002.0
27549,Ottawa,45.3202,-75.6682,2014-08-07,August,2014,summer,23.9,18.9,12.8,100.0,69.9,41.0,32.2,16.7,4.8,1002.0
27550,Ottawa,45.3202,-75.6682,2014-08-08,August,2014,summer,27.2,20.3,12.8,94.0,64.9,39.0,22.5,13.7,8.0,1006.0
27551,Ottawa,45.3202,-75.6682,2014-08-09,August,2014,summer,27.8,21.1,12.8,94.0,63.3,37.0,14.5,8.4,3.2,1009.0
27552,Ottawa,45.3202,-75.6682,2014-08-10,August,2014,summer,28.9,22.1,15.0,94.0,65.5,39.0,11.3,6.8,0.0,1009.0
27553,Ottawa,45.3202,-75.6682,2014-08-11,August,2014,summer,30.0,22.6,13.9,100.0,67.5,40.0,19.3,8.7,3.2,1006.0
27554,Ottawa,45.3202,-75.6682,2014-08-12,August,2014,summer,22.2,19.1,17.2,88.0,78.3,57.0,32.2,19.0,11.3,1002.0
27555,Ottawa,45.3202,-75.6682,2014-08-13,August,2014,summer,23.9,17.4,12.8,94.0,77.7,53.0,27.4,21.2,11.3,992.0
27556,Ottawa,45.3202,-75.6682,2014-08-14,August,2014,summer,17.2,12.7,10.0,94.0,83.7,55.0,24.1,17.1,4.8,996.0
27557,Ottawa,45.3202,-75.6682,2014-08-15,August,2014,summer,16.1,13.7,11.1,94.0,82.6,72.0,27.4,12.4,4.8,996.0
27558,Ottawa,45.3202,-75.6682,2014-08-16,August,2014,summer,17.2,15.2,12.8,100.0,87.8,72.0,19.3,12.1,4.8,996.0
27559,Ottawa,45.3202,-75.6682,2014-08-17,August,2014,summer,20.0,16.4,12.2,100.0,84.2,64.0,20.9,14.8,8.0,999.0
27560,Ottawa,45.3202,-75.6682,2014-08-18,August,2014,summer,21.1,15.4,8.9,100.0,72.1,46.0,16.1,9.7,3.2,1002.0
27561,Ottawa,45.3202,-75.6682,2014-08-19,August,2014,summer,22.8,16.7,8.9,100.0,70.6,41.0,11.3,5.1,0.0,1002.0
27562,Ottawa,45.3202,-75.6682,2014-08-20,August,2014,summer,25.0,18.8,12.2,94.0,81.1,61.0,16.1,10.9,0.0,1002.0
