Column1,dias,Date,City,Time_Temperature_(°F)_Max,Time_Temperature_(°F)_Avg,Time_Temperature_(°F)_Min,Dew_Point_(°F)_Max,Dew_Point_(°F)_Avg,Dew_Point_(°F)_Min,Humidity_(%)_Max,Humidity_(%)_Avg,Humidity_(%)_Min,Wind_Speed_(mph)_Max,Wind_Speed_(mph)_Avg,Wind_Speed_(mph)_Min,Pressure_(in)_Max,Pressure_(in)_Avg,Pressure_(in)_Min,Month,Year
12,12,12/09/2010,Elche,81,75.2,66,66,64.6,63,88,70.7,58,13,6.3,1,30,29.9,29.9,Sep,2010
10,10,10/08/2017,Elche,81,75.2,66,72,60.8,57,83,61.1,50,18,10.3,1,30,29.9,29.8,Aug,2017
22,22,22/06/2014,Elche,84,75.2,66,70,65,55,88,72.5,37,9,3.9,0,29.9,29.8,29.8,Jun,2014
20,20,20/06/2021,Elche,84,75.2,66,68,61.3,54,100,65.5,35,17,7.6,0,29.8,29.7,29.6,Jun,2021
22,22,22/09/2020,Elche,86,75.2,66,68,60.4,54,83,62,35,12,4.4,0,29.9,29.8,29.7,Sep,2020
23,23,23/08/2005,Elche,82,75.3,66,61,57.1,52,68,54.2,35,9,5.5,0,29.9,29.9,29.9,Aug,2005
30,30,30/06/2007,Elche,82,75.3,66,66,60.6,54,83,61.2,37,10,5,0,29.9,29.9,29.8,Jun,2007
15,15,15/09/2019,Elche,82,75.3,66,72,68.8,64,94,80.5,66,18,9,0,29.9,29.9,29.9,Sep,2019
15,15,15/09/2010,Elche,84,75.3,66,70,66.3,64,94,74.7,54,13,4.8,0,30,30,29.9,Sep,2010
22,22,22/09/2012,Elche,84,75.3,66,72,67.6,63,94,78,58,9,3.8,0,29.8,29.8,29.8,Sep,2012
17,17,17/07/2002,Elche,82,75.4,66,64,60.4,52,83,60.2,44,14,5.9,1,29.9,29.9,29.8,Jul,2002
22,22,22/10/2014,Elche,82,75.4,66,63,53.1,41,78,48.3,23,17,10.1,1,30.1,30,30,Oct,2014
24,24,24/08/2005,Elche,84,75.4,66,64,59.1,55,73,57.6,40,13,5.1,1,29.9,29.8,29.8,Aug,2005
8,8,8/06/2016,Elche,84,75.4,66,64,55.3,50,78,51.7,30,10,4.8,0,30,29.9,29.9,Jun,2016
8,8,8/07/2002,Elche,82,75.5,66,66,63.4,55,83,67,42,13,5.7,0,29.9,29.8,29.7,Jul,2002
16,16,16/06/2011,Elche,86,75.5,66,70,64.9,59,94,71.6,43,10,3,0,29.9,29.9,29.8,Jun,2011
7,7,7/06/2020,Elche,86,75.5,66,68,59.2,50,88,59.7,29,17,8.1,0,29.6,29.6,29.5,Jun,2020
13,13,13/08/2016,Elche,81,75.6,66,66,60.5,50,69,60,39,13,7.3,0,30.1,30,30,Aug,2016
9,9,9/09/2012,Elche,84,75.7,66,68,66.5,61,94,74.4,48,12,3.6,0,29.9,29.9,29.9,Sep,2012
31,31,31/08/2013,Elche,84,75.7,66,66,58.8,52,78,57.4,33,10,4.8,0,30,30,30,Aug,2013
23,23,23/09/2021,Elche,82,75.8,66,68,62.1,57,78,63.2,48,22,9.5,1,29.9,29.8,29.8,Sep,2021
15,15,15/09/2015,Elche,86,75.8,66,66,59.4,48,83,59.4,28,15,5.6,0,29.8,29.7,29.6,Sep,2015
16,16,16/09/2015,Elche,86,75.8,66,64,61.2,54,83,62.4,37,14,4.9,0,29.6,29.6,29.5,Sep,2015
12,12,12/06/2018,Elche,86,75.8,66,64,54.1,48,88,48.6,27,17,11.1,1,29.8,29.7,29.7,Jun,2018
15,15,15/06/2017,Elche,82,75.9,66,72,68.2,61,88,77.3,61,10,5.3,0,29.9,29.8,29.8,Jun,2017
11,11,11/06/2014,Elche,84,75.9,66,66,58,52,83,56.3,33,17,7.4,0,30,29.9,29.9,Jun,2014
28,28,28/06/2009,Elche,86,75.9,66,70,65,57,94,71.2,37,10,3.9,0,29.8,29.8,29.7,Jun,2009
5,5,5/07/2004,Elche,82,76,66,68,63.4,57,78,66,42,13,7.3,0,29.9,29.9,29.8,Jul,2004
12,12,12/06/2009,Elche,82,76,66,64,51.5,39,61,43.3,28,14,5.6,0,30,30,29.9,Jun,2009
23,23,23/08/2017,Elche,82,76,66,72,67.1,59,88,74.1,58,9,4.7,0,29.9,29.9,29.8,Aug,2017
29,29,29/06/2010,Elche,84,76,66,66,57.7,52,78,54.4,33,10,3.8,0,30,29.9,29.9,Jun,2010
29,29,29/06/2020,Elche,84,76,66,72,67.4,59,100,76.1,42,9,4.9,0,29.9,29.8,29.8,Jun,2020
9,9,9/09/2009,Elche,82,76.1,66,64,59.6,54,73,57.5,39,16,8.6,1,30,29.9,29.9,Sep,2009
3,3,3/07/2018,Elche,82,76.1,66,72,68.3,63,94,77.3,51,9,4.7,0,29.8,29.8,29.8,Jul,2018
14,14,14/06/2021,Elche,82,76.1,66,61,56.3,54,68,51.1,37,12,5.3,0,29.9,29.9,29.8,Jun,2021
29,29,29/06/2022,Elche,86,76.1,66,70,65.8,61,88,72,45,13,5.3,0,29.9,29.8,29.7,Jun,2022
10,10,10/09/2002,Elche,82,76.2,66,68,64.5,59,83,67.6,51,12,5.9,0,30,29.9,29.9,Sep,2002
1,1,1/07/2014,Elche,86,76.2,66,68,63.4,55,94,66.8,35,9,4,0,29.9,29.8,29.6,Jul,2014
27,27,27/09/2013,Elche,84,76.3,66,72,67.2,59,88,73.6,58,8,3.5,0,29.8,29.7,29.7,Sep,2013
26,26,26/06/2020,Elche,84,76.3,66,70,63.4,54,83,65.2,35,12,6,0,29.8,29.8,29.7,Jun,2020
16,16,16/08/2008,Elche,86,76.3,66,63,56.4,46,64,51.4,27,12,4,0,29.9,29.7,29.6,Aug,2008
2,2,2/07/2002,Elche,90,76.3,66,70,64.7,55,88,70.2,33,14,7.5,2,29.8,29.7,29.7,Jul,2002
9,9,9/10/2012,Elche,90,76.3,66,66,60.2,52,94,60.4,27,13,4.8,0,29.9,29.8,29.8,Oct,2012
5,5,5/06/2009,Elche,84,76.4,66,64,58.7,41,88,58.4,24,21,7.2,0,29.7,29.6,29.5,Jun,2009
10,10,10/09/2005,Elche,90,76.4,66,66,56.2,46,73,52.5,24,17,7,0,29.8,29.8,29.7,Sep,2005
23,23,23/06/2002,Elche,84,76.5,66,68,57.2,48,83,52.1,35,9,4.2,0,30,29.9,29.8,Jun,2002
31,31,31/08/2002,Elche,84,76.5,66,68,63.1,57,88,64.8,42,9,4.3,0,30,29.9,29.9,Aug,2002
30,30,30/08/2008,Elche,84,76.5,66,68,62.5,50,83,62.9,36,9,3.3,0,29.9,29.8,29.8,Aug,2008
21,21,21/06/2015,Elche,84,76.5,66,64,58.7,50,83,57,30,12,4.5,0,29.9,29.9,29.9,Jun,2015
2,2,2/09/2013,Elche,86,76.5,66,66,59.5,52,83,58,33,8,3.8,0,30.1,30,30,Sep,2013
25,25,25/09/2006,Elche,88,76.5,66,64,50.6,41,69,42.8,19,22,10.7,1,29.9,29.8,29.7,Sep,2006
21,21,21/09/2020,Elche,88,76.5,66,64,58.3,54,73,55.5,31,14,5.8,0,29.9,29.8,29.8,Sep,2020
1,1,1/09/2006,Elche,84,76.6,66,66,61,55,78,59.5,37,8,3.9,0,30,29.9,29.9,Sep,2006
8,8,8/06/2015,Elche,86,76.6,66,63,46.8,39,69,36.5,22,12,4.7,0,30,29.9,29.8,Jun,2015
23,23,23/09/2020,Elche,88,76.6,66,70,61.4,52,83,62,33,10,5.5,0,29.8,29.7,29.7,Sep,2020
5,5,5/07/2012,Elche,82,76.7,66,70,67.9,64,94,74.5,58,10,4.6,0,29.7,29.6,29.6,Jul,2012
17,17,17/09/2022,Elche,84,76.7,66,72,67,61,88,72.2,58,20,8.6,0,29.8,29.7,29.7,Sep,2022
5,5,5/08/2005,Elche,86,76.7,66,63,55.8,50,73,50.2,29,10,4.6,0,30,30,29.9,Aug,2005
27,27,27/06/2014,Elche,86,76.7,66,70,62.3,55,88,63.4,37,12,4.6,0,29.9,29.9,29.8,Jun,2014
23,23,23/08/2016,Elche,82,76.8,66,68,66,63,88,70,54,14,7.4,0,30.1,30,30,Aug,2016
23,23,23/06/2018,Elche,84,76.8,66,66,59.4,54,69,55.6,42,10,6.1,0,29.9,29.9,29.9,Jun,2018
21,21,21/09/2018,Elche,86,76.8,66,73,68.8,64,94,77.3,58,8,4.6,0,29.9,29.9,29.9,Sep,2018
16,16,16/09/2021,Elche,86,76.8,66,68,64,59,83,65.8,45,13,6.2,0,29.9,29.9,29.8,Sep,2021
2,2,2/07/2006,Elche,88,76.8,66,66,62.3,54,88,63.6,33,9,4.6,1,29.9,29.8,29.8,Jul,2006
12,12,12/09/2012,Elche,86,76.9,66,70,65.2,61,94,69.3,48,10,4.3,0,29.9,29.8,29.7,Sep,2012
12,12,12/09/2020,Elche,88,76.9,66,70,60,54,83,58.5,31,12,4.6,0,30,29.9,29.8,Sep,2020
18,18,18/07/2002,Elche,88,77,66,64,59.3,52,83,57,31,13,4.4,0,29.9,29.1,0,Jul,2002
17,17,17/08/2008,Elche,84,77.1,66,70,61.8,52,74,60,39,13,5.3,0,29.8,29.7,29.6,Aug,2008
22,22,22/06/2008,Elche,86,77.1,66,63,52.5,48,61,43.5,27,20,7.8,0,29.9,29.9,29.8,Jun,2008
6,6,6/07/2014,Elche,86,77.2,66,70,64.1,57,88,65.7,37,13,4.3,0,29.8,29.7,29.7,Jul,2014
7,7,7/07/2005,Elche,82,77.3,66,66,63.4,57,78,63.1,50,17,9.7,0,29.8,29.8,29.7,Jul,2005
4,4,4/07/2012,Elche,84,77.3,66,68,62.5,54,94,62.8,37,9,4.5,0,29.9,29.7,29.6,Jul,2012
24,24,24/08/2017,Elche,84,77.3,66,73,69.8,61,94,78.2,55,13,5.3,0,29.9,29.9,29.8,Aug,2017
8,8,8/09/2011,Elche,88,77.3,66,70,64.3,55,94,67.2,35,8,2.4,0,30,29.9,29.8,Sep,2011
17,17,17/09/2014,Elche,88,77.3,66,68,62,54,94,62.3,31,12,5.7,0,29.6,29.6,29.6,Sep,2014
3,3,3/07/2007,Elche,84,77.4,66,64,61.1,57,78,58.3,40,12,4.4,0,29.9,29.8,29.7,Jul,2007
1,1,1/07/2009,Elche,88,77.4,66,68,64.4,61,83,65.9,45,8,2.6,0,29.9,29.9,29.9,Jul,2009
2,2,2/07/2016,Elche,88,77.4,66,68,62.2,52,88,61.7,29,13,5.2,1,29.9,29.9,29.9,Jul,2016
7,7,7/07/2007,Elche,84,77.5,66,59,55.4,48,60,47.1,32,21,9.8,0,29.9,29.9,29.8,Jul,2007
9,9,9/08/2016,Elche,86,77.5,66,68,59.7,54,78,55.4,37,12,6.1,0,30,29.9,29.8,Aug,2016
14,14,14/06/2022,Elche,86,77.5,66,70,62.6,50,78,61,37,12,6.2,0,29.9,29.8,29.8,Jun,2022
25,25,25/08/2005,Elche,88,77.6,66,66,62.5,59,83,61.3,38,8,4.3,1,29.8,29.8,29.7,Aug,2005
19,19,19/08/2008,Elche,84,77.7,66,68,63.3,50,73,61.7,47,10,3.2,0,29.8,29.8,29.7,Aug,2008
22,22,22/06/2015,Elche,84,77.7,66,68,56.9,43,78,50.9,25,12,4.5,0,29.9,29.8,29.8,Jun,2015
26,26,26/06/2004,Elche,86,77.7,66,68,60.5,54,88,57.5,33,14,6.5,0,30,29.9,29.9,Jun,2004
30,30,30/06/2010,Elche,88,77.7,66,63,56.4,46,78,51,25,9,3.6,0,29.9,29.9,29.9,Jun,2010
4,4,4/09/2011,Elche,90,77.7,66,66,59.1,52,88,54.8,27,17,8.1,0,29.9,29.8,29.7,Sep,2011
31,31,31/08/2003,Elche,84,77.8,66,70,65.3,57,78,65.7,54,10,4.5,0,29.9,29.9,29.8,Aug,2003
4,4,4/09/2022,Elche,86,77.8,66,73,68.9,55,83,74,62,12,5.2,0,29.9,29.8,29.8,Sep,2022
6,6,6/09/2010,Elche,88,77.8,66,70,60.4,43,83,57.8,22,10,3.2,0,29.8,29.7,29.6,Sep,2010
10,10,10/08/2013,Elche,88,78,66,68,63.3,57,83,62.8,35,9,3.6,0,30,30,29.9,Aug,2013
14,14,14/06/2014,Elche,90,78.1,66,64,55.2,48,69,47,25,12,4.2,0,29.9,29.8,29.7,Jun,2014
1,1,1/08/2013,Elche,88,78.2,66,72,63.3,55,78,62.6,35,10,4.8,0,29.9,29.9,29.8,Aug,2013
14,14,14/08/2005,Elche,88,78.3,66,61,54.5,48,65,45.7,25,12,5.5,0,30,29.9,29.9,Aug,2005
29,29,29/06/2008,Elche,88,78.3,66,64,58.4,46,78,53.6,24,12,3.8,0,29.9,29.9,29.9,Jun,2008
6,6,6/07/2020,Elche,88,78.4,66,68,60.4,48,83,56.9,25,10,4.8,0,29.9,29.9,29.8,Jul,2020
12,12,12/06/2003,Elche,88,78.5,66,63,56.8,45,78,50.1,23,23,9.6,2,29.9,29.9,29.8,Jun,2003
6,6,6/08/2005,Elche,90,78.5,66,63,54,41,73,47.5,20,10,4.7,0,30,29.9,29.8,Aug,2005
9,9,9/09/2011,Elche,91,78.6,66,72,60,39,94,60.1,16,8,2.3,0,29.8,29.8,29.7,Sep,2011
16,16,16/08/2009,Elche,86,78.7,66,72,64.5,54,88,63.1,42,10,4.8,0,29.9,29.9,29.9,Aug,2009
10,10,10/06/2012,Elche,90,78.7,66,66,60,50,88,57.4,26,20,5.7,0,29.9,29.8,29.7,Jun,2012
5,5,5/06/2022,Elche,91,78.7,66,63,53.3,43,83,46,18,14,7.7,0,29.9,29.9,29.8,Jun,2022
13,13,13/06/2014,Elche,91,78.8,66,61,51.9,43,61,41.5,18,15,4.3,0,30,29.9,29.8,Jun,2014
3,3,3/09/2016,Elche,91,78.8,66,70,62.9,55,88,62.1,29,10,4,0,30,30,29.9,Sep,2016
13,13,13/06/2016,Elche,97,78.8,66,68,63.4,52,94,64.4,22,17,8.4,0,29.8,29.7,29.6,Jun,2016
19,19,19/07/2002,Elche,90,78.9,66,70,56.3,45,94,48.5,21,10,5.2,0,29.9,29.8,29.8,Jul,2002
9,9,9/07/2018,Elche,88,79,66,68,61.2,54,78,56.8,31,10,4.2,0,29.9,29.9,29.9,Jul,2018
5,5,5/07/2014,Elche,91,79.2,66,68,59.3,48,83,54.5,24,15,5.7,0,29.9,29.8,29.8,Jul,2014
14,14,14/06/2009,Elche,90,79.3,66,66,59,52,83,52.7,31,17,8.1,0,29.9,29.9,29.8,Jun,2009
12,12,12/08/2002,Elche,90,79.4,66,68,59.4,50,78,53,27,13,5.2,0,29.9,29.9,29.8,Aug,2002
24,24,24/08/2009,Elche,91,79.5,66,72,54.4,39,83,45.7,16,10,3.6,0,29.8,29.7,29.6,Aug,2009
6,6,6/09/2008,Elche,90,79.6,66,66,51.9,43,69,40.1,21,17,7.5,1,29.7,29.7,29.7,Sep,2008
23,23,23/06/2015,Elche,91,79.8,66,68,58.4,43,88,52.3,22,18,5.5,0,29.8,29.7,29.6,Jun,2015
19,19,19/08/2002,Elche,88,79.9,66,72,62.2,50,78,56.3,29,16,8.1,0,29.8,29.8,29.7,Aug,2002
25,25,25/07/2008,Elche,90,80.2,66,70,63.5,36,94,61.2,17,12,6.3,0,29.7,29.7,29.7,Jul,2008
7,7,7/08/2005,Elche,91,80.8,66,66,57.6,46,78,47.8,25,9,4.2,0,29.8,29.8,29.7,Aug,2005
3,3,3/07/2006,Elche,97,81.4,66,66,56.5,39,83,50,15,14,6.6,0,29.8,29.8,29.7,Jul,2006
27,27,27/09/2009,Elche,73,69.9,68,66,60.6,55,88,72.7,60,22,9.2,3,29.9,29.9,29.9,Sep,2009
2,2,2/10/2002,Elche,73,70,68,66,62.4,57,94,77.6,57,9,5,1,30,30,29.9,Oct,2002
6,6,6/09/2015,Elche,73,70.3,68,68,64.9,63,94,83.8,69,12,5.7,0,30,30,29.9,Sep,2015
17,17,17/10/2021,Elche,77,70.3,68,66,63.3,59,88,79.2,61,16,5.2,0,30,29.9,29.9,Oct,2021
4,4,4/06/2003,Elche,75,70.9,68,64,60.4,54,83,69.7,53,14,6.4,1,29.9,29.8,29.8,Jun,2003
7,7,7/09/2015,Elche,75,71.3,68,70,65.8,63,100,83.8,69,13,5.9,1,30,30,29.9,Sep,2015
2,2,2/10/2007,Elche,77,71.3,68,66,63.3,61,88,76.4,61,16,8.6,1,30,29.9,29.8,Oct,2007
13,13,13/06/2019,Elche,77,71.4,68,64,59.9,55,88,67.9,50,24,13.7,5,29.8,29.7,29.6,Jun,2019
6,6,6/06/2014,Elche,77,71.7,68,66,63,59,88,74.3,57,15,6.3,0,29.8,29.8,29.7,Jun,2014
5,5,5/06/2005,Elche,77,71.8,68,64,61.9,59,83,70.9,54,12,6.2,1,30,29.9,29.9,Jun,2005
24,24,24/06/2013,Elche,77,71.8,68,66,62,59,83,72,54,21,11,1,30.1,30,30,Jun,2013
7,7,7/06/2016,Elche,77,71.8,68,66,62.3,54,83,72.6,60,12,6.1,1,30,30,29.9,Jun,2016
31,31,31/05/2005,Elche,75,72,68,61,58.5,52,73,62.9,44,21,15.3,6,30,29.9,29.9,May,2005
25,25,25/06/2013,Elche,75,72,68,64,60.6,57,83,68.2,53,13,8.8,3,30.1,30.1,30,Jun,2013
31,31,31/05/2009,Elche,79,72,68,64,60.7,55,83,68.6,47,10,4,0,29.9,29.8,29.7,May,2009
10,10,10/10/2008,Elche,75,72.1,68,66,64,61,83,76,73,26,20.6,8,30.1,30,30,Oct,2008
11,11,11/06/2015,Elche,77,72.3,68,68,63,59,88,72.8,57,16,5.7,0,29.8,29.7,29.7,Jun,2015
25,25,25/05/2018,Elche,77,72.3,68,64,59.4,55,88,64.5,47,28,10.5,1,29.7,29.7,29.6,May,2018
4,4,4/10/2006,Elche,79,72.4,68,46,41.5,37,46,33.4,23,21,12.7,3,30,29.9,29.8,Oct,2006
5,5,5/06/2018,Elche,79,72.4,68,66,52.8,46,88,51.8,39,18,8.3,1,29.8,29.7,29.7,Jun,2018
3,3,3/10/2002,Elche,79,72.5,68,66,64.1,63,88,75.7,57,14,6.5,0,30.1,30.1,30,Oct,2002
23,23,23/05/2009,Elche,79,72.5,68,64,60.7,50,88,67.6,39,13,6.1,1,29.8,29.7,29.6,May,2009
9,9,9/06/2014,Elche,77,72.6,68,68,65.3,63,94,79.1,61,12,5.8,0,29.9,29.8,29.8,Jun,2014
9,9,9/10/2016,Elche,77,72.6,68,66,64.2,61,88,75.4,61,12,6.1,1,29.9,29.9,29.9,Oct,2016
8,8,8/10/2013,Elche,79,72.6,68,66,63.4,61,88,73,54,10,4.7,0,30,30,30,Oct,2013
5,5,5/10/2016,Elche,79,72.6,68,66,63.8,63,88,74.6,57,13,6.4,0,30,29.9,29.9,Oct,2016
25,25,25/09/2002,Elche,77,72.7,68,61,55,50,69,53.9,46,10,6.2,2,29.9,29.8,29.7,Sep,2002
1,1,1/10/2002,Elche,77,72.7,68,59,57.9,55,73,59.9,50,17,9.9,5,30,30,29.9,Oct,2002
17,17,17/06/2014,Elche,77,72.7,68,63,59.6,55,73,63.5,50,12,4.6,0,29.9,29.8,29.8,Jun,2014
7,7,7/10/2013,Elche,79,72.7,68,68,64.6,63,94,77,57,10,3.9,0,30,30,29.9,Oct,2013
7,7,7/10/2021,Elche,79,72.7,68,63,60.7,59,78,66,54,9,4,0,30.1,30,29.9,Oct,2021
1,1,1/10/2017,Elche,75,72.8,68,66,64.3,63,88,75.6,65,9,3.4,0,30,30,29.9,Oct,2017
20,20,20/09/2010,Elche,79,72.8,68,72,68,64,100,85.1,69,15,5.1,0,29.9,29.9,29.8,Sep,2010
5,5,5/10/2014,Elche,79,72.8,68,70,67.3,66,94,83.2,65,15,2.9,0,29.9,29.8,29.8,Oct,2014
27,27,27/09/2017,Elche,77,72.9,68,68,64,63,83,74.2,65,10,5.8,0,30.1,30,30,Sep,2017
26,26,26/09/2002,Elche,81,72.9,68,64,63.3,61,88,72.5,51,10,3.7,0,29.9,29.9,29.9,Sep,2002
4,4,4/10/2002,Elche,77,73,68,64,62.7,59,83,69.7,57,13,6.4,0,30.1,30.1,30,Oct,2002
3,3,3/10/2007,Elche,77,73,68,72,64.1,61,100,74.1,57,13,6.9,0,29.8,29.8,29.7,Oct,2007
18,18,18/09/2016,Elche,79,73,68,61,58.3,55,73,60.5,47,13,6.5,1,30,29.9,29.9,Sep,2016
11,11,11/10/2019,Elche,77,73.1,68,66,64,61,83,73.6,65,14,8.7,3,30,30,29.9,Oct,2019
8,8,8/10/2009,Elche,81,73.1,68,70,68,64,100,84.9,61,9,2.2,0,29.9,29.8,29.8,Oct,2009
24,24,24/05/2018,Elche,81,73.1,68,59,53.8,43,68,51.6,36,23,13.3,1,29.9,29.8,29.7,May,2018
13,13,13/09/2019,Elche,77,73.2,68,70,65.8,57,94,77.2,57,30,13.5,5,30.1,30,29.9,Sep,2019
7,7,7/10/2015,Elche,81,73.2,68,64,52.5,43,78,50.1,30,15,7.9,0,29.9,29.9,29.8,Oct,2015
5,5,5/06/2012,Elche,79,73.3,68,66,65.3,64,94,77.5,61,8,1.9,0,29.9,29.9,29.8,Jun,2012
29,29,29/09/2014,Elche,79,73.3,68,70,66.1,64,94,79.3,61,12,4.1,0,30.1,30,30,Sep,2014
21,21,21/06/2019,Elche,81,73.3,68,66,64.5,63,88,75.5,54,13,5.3,0,29.8,29.8,29.7,Jun,2019
30,30,30/09/2003,Elche,79,73.4,68,66,63.5,61,83,71.7,57,7,3,0,29.7,29.6,29.6,Sep,2003
7,7,7/06/2004,Elche,79,73.4,68,63,58.7,52,73,60.4,44,16,9,0,29.9,29.9,29.8,Jun,2004
14,14,14/06/2006,Elche,79,73.5,68,63,57.7,50,69,57.8,42,26,14.7,2,29.9,29.8,29.7,Jun,2006
17,17,17/09/2008,Elche,79,73.5,68,66,62.7,59,78,69.3,54,17,6.8,2,29.9,29.8,29.8,Sep,2008
12,12,12/10/2019,Elche,79,73.5,68,70,65.7,59,83,76.3,65,17,9.8,2,29.9,29.9,29.8,Oct,2019
12,12,12/10/2012,Elche,82,73.5,68,66,57.9,52,94,60.6,37,17,7.6,1,29.8,29.8,29.7,Oct,2012
3,3,3/06/2012,Elche,79,73.6,68,70,65.5,54,100,77.4,44,14,2.4,0,29.8,29.8,29.7,Jun,2012
1,1,1/10/2014,Elche,79,73.6,68,68,65.6,63,88,76.3,61,20,11.9,2,30.1,30.1,30,Oct,2014
16,16,16/09/2008,Elche,81,73.7,68,63,61.5,59,78,66.2,48,10,6.3,0,29.8,29.8,29.7,Sep,2008
7,7,7/10/2016,Elche,81,73.8,68,68,64.7,61,88,74.2,54,10,5.7,1,29.8,29.8,29.7,Oct,2016
9,9,9/06/2009,Elche,81,73.9,68,64,51,43,88,46.8,28,16,7.2,0,29.9,29.8,29.8,Jun,2009
8,8,8/10/2010,Elche,81,73.9,68,70,67.6,64,94,82.1,58,12,3.7,0,29.8,29.8,29.7,Oct,2010
27,27,27/09/2016,Elche,79,74,68,66,62.9,59,78,68.5,57,12,5.3,0,30.1,30,30,Sep,2016
18,18,18/06/2006,Elche,81,74,68,66,63.3,59,83,70.3,54,13,6.5,0,29.9,29.8,29.8,Jun,2006
4,4,4/06/2002,Elche,82,74,68,64,59.8,41,88,65,26,18,8.8,1,29.7,29.6,29.5,Jun,2002
21,21,21/09/2006,Elche,79,74.1,68,68,63.5,54,78,69.5,56,18,10.7,2,29.9,29.7,29.6,Sep,2006
2,2,2/09/2012,Elche,79,74.1,68,59,53,46,60,48,39,20,9,0,30,30,29.9,Sep,2012
1,1,1/07/2013,Elche,79,74.1,68,66,63.7,59,83,70.3,54,13,7.5,1,29.9,29.9,29.8,Jul,2013
8,8,8/09/2020,Elche,79,74.1,68,61,57.1,54,68,55.9,44,16,9.7,3,30,30,30,Sep,2020
1,1,1/11/2019,Elche,81,74.1,68,61,57.8,55,73,58,45,18,9.6,1,30,29.9,29.8,Nov,2019
14,14,14/06/2015,Elche,82,74.1,68,59,47.8,39,68,40.7,21,20,9.1,0,29.8,29.7,29.7,Jun,2015
17,17,17/06/2007,Elche,81,74.2,68,66,63.6,63,83,70.6,54,9,4.2,0,29.7,29.7,29.6,Jun,2007
4,4,4/10/2010,Elche,81,74.2,68,59,49.9,45,64,43.8,30,22,10.7,0,29.7,29.6,29.5,Oct,2010
5,5,5/06/2010,Elche,81,74.3,68,68,65.2,57,94,74.4,45,10,5.1,0,30,29.9,29.9,Jun,2010
1,1,1/10/2021,Elche,82,74.3,68,66,64.3,63,88,72.4,54,9,4.2,0,30.1,30,29.9,Oct,2021
6,6,6/06/2003,Elche,81,74.4,68,64,58.6,54,83,58.8,42,13,7.3,0,30,29.9,29.9,Jun,2003
23,23,23/09/2003,Elche,81,74.4,68,64,62.2,59,83,65.7,51,17,7.8,0,29.9,29.9,29.8,Sep,2003
25,25,25/09/2010,Elche,81,74.4,68,68,62.5,55,83,67.1,47,13,5.6,0,29.7,29.6,29.6,Sep,2010
26,26,26/09/2017,Elche,81,74.4,68,72,65.3,59,94,73.4,57,18,10,0,30,29.9,29.9,Sep,2017
26,26,26/09/2006,Elche,84,74.4,68,57,48.9,41,64,42.2,22,14,7.2,0,29.9,29.9,29.8,Sep,2006
13,13,13/06/2018,Elche,86,74.4,68,63,56.5,45,73,55.3,23,18,9.4,0,29.8,29.8,29.8,Jun,2018
6,6,6/09/2007,Elche,81,74.5,68,63,57.8,52,73,57.2,39,14,6.6,0,30,30,29.9,Sep,2007
27,27,27/06/2022,Elche,81,74.5,68,70,66.7,64,94,77.6,65,13,6,0,29.9,29.7,29.7,Jun,2022
14,14,14/09/2007,Elche,84,74.5,68,64,59.6,55,73,61,40,20,6.1,1,29.9,29.9,29.8,Sep,2007
23,23,23/10/2013,Elche,84,74.5,68,66,63.1,57,88,69.2,42,9,3,0,29.9,29.8,29.7,Oct,2013
30,30,30/09/2002,Elche,81,74.6,68,64,61.5,57,78,63.9,51,10,5,0,30.1,30.1,30,Sep,2002
21,21,21/09/2011,Elche,81,74.6,68,66,63,59,78,68,57,9,4.3,0,30,29.9,29.9,Sep,2011
29,29,29/08/2017,Elche,81,74.6,68,73,70.3,66,94,86.2,65,15,5,0,29.9,29.8,29.7,Aug,2017
25,25,25/09/2012,Elche,84,74.6,68,63,47.7,0,78,41.9,20,20,9.2,0,29.7,29.6,29.6,Sep,2012
12,12,12/06/2016,Elche,81,74.7,68,68,65.3,63,88,74.3,54,12,4.5,1,29.9,29.8,29.8,Jun,2016
10,10,10/06/2021,Elche,81,74.7,68,68,59.2,52,88,60.3,39,15,7.3,1,30,29.9,29.9,Jun,2021
25,25,25/09/2013,Elche,82,74.7,68,66,64.7,59,94,72.8,45,12,3.1,0,29.9,29.8,29.8,Sep,2013
10,10,10/09/2015,Elche,82,74.7,68,70,67.3,66,94,79,61,10,4,0,29.9,29.8,29.7,Sep,2015
4,4,4/07/2013,Elche,81,74.8,68,68,66.4,64,88,76,58,9,4.9,0,30,30,29.9,Jul,2013
20,20,20/09/2021,Elche,81,74.8,68,66,59.2,54,73,59.4,39,16,7.8,1,29.9,29.9,29.9,Sep,2021
26,26,26/09/2013,Elche,82,74.8,68,72,67.4,63,94,78.5,54,14,6.4,0,29.9,29.8,29.8,Sep,2013
10,10,10/06/2013,Elche,84,74.8,68,59,51.4,46,64,44.9,28,20,10,0,29.9,29.8,29.8,Jun,2013
11,11,11/06/2018,Elche,84,74.8,68,64,55.8,52,83,53.4,33,18,9.7,0,29.8,29.7,29.7,Jun,2018
14,14,14/09/2013,Elche,81,74.9,68,68,64.2,63,88,70.1,54,9,4.1,0,30.1,30,29.9,Sep,2013
22,22,22/09/2014,Elche,81,74.9,68,68,66.5,61,88,74.9,58,18,5.2,0,29.9,29.8,29.8,Sep,2014
